tournament,stage,match_type,map,agent,total_wins_by_map,total_loss_by_map,total_maps_played,team_id
VCT 2025: Americas Stage 2,Group Stage,Week 1,Bind,skye,0,1,1,2406
VCT 2025: Americas Stage 2,Group Stage,Week 1,Ascent,omen,0,1,1,2
VCT 2025: Americas Stage 2,Group Stage,Week 3,Ascent,jett,1,0,1,2355
VCT 2025: Americas Stage 2,Group Stage,Week 4,Lotus,vyse,1,0,1,120
VCT 2025: Americas Stage 2,Group Stage,Week 5,Haven,omen,1,0,1,
VCT 2025: Americas Stage 2,All Stages,All Match Types,Haven,iso,0,1,1,7386
VCT 2025: Americas Stage 2,All Stages,All Match Types,Bind,yoru,1,1,2,2359
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sunset,cypher,0,1,1,7386
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,Split,viper,1,0,1,2593
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Icebox,viper,1,0,1,2593
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Icebox,omen,0,1,1,4915
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Lotus,fade,1,0,1,1184
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Ascent,sova,0,1,1,1001
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Lotus,killjoy,0,1,1,7035
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Icebox,tejo,1,0,1,8877
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Lotus,deadlock,1,0,1,474
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,yoru,5,1,6,2593
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,killjoy,4,0,4,8877
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Fracture,waylay,1,0,1,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Fracture,cypher,1,0,1,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Icebox,viper,0,1,1,14
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Icebox,tejo,1,0,1,878
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,neon,0,1,1,11060
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,viper,2,2,4,5448
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,omen,2,1,3,466
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,yoru,0,1,2,11060
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Icebox,tejo,1,0,1,13790
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Split,viper,0,1,1,12010
VCT 2025: China Stage 1,Group Stage,Week 3,Haven,iso,0,1,1,13576
VCT 2025: China Stage 1,Group Stage,Week 4,Pearl,neon,0,1,1,1119
VCT 2025: China Stage 1,Group Stage,Week 4,Icebox,killjoy,1,0,1,1120
VCT 2025: China Stage 1,All Stages,All Match Types,Lotus,iso,1,1,3,1120
VCT 2025: China Stage 1,All Stages,All Match Types,Split,tejo,0,2,2,12010
VCT 2025: China Stage 1,All Stages,All Match Types,Haven,jett,0,1,3,731
VCT 2025: Americas Stage 1,Group Stage,Week 1,Lotus,fade,0,1,1,2406
VCT 2025: Americas Stage 1,Group Stage,Week 2,Pearl,vyse,1,0,1,15072
VCT 2025: Americas Stage 1,Group Stage,Week 3,Icebox,viper,1,0,1,120
VCT 2025: Americas Stage 1,Group Stage,Week 4,Lotus,yoru,0,1,1,2355
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,Split,fade,0,1,1,2059
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Lotus,vyse,0,1,1,12685
Valorant Masters Bangkok 2025,All Stages,All Match Types,Haven,omen,1,0,1,8185
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Haven,yoru,1,0,1,2059
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Bind,tejo,0,1,1,2059
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Abyss,jett,0,1,1,1001
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Fracture,brimstone,2,2,4,2593
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Bind,vyse,1,0,1,14
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Fracture,sova,0,1,1,17
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Fracture,breach,1,0,1,8185
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Fracture,tejo,0,1,1,8304
VCT 2025: Pacific Kickoff,Main Event,Grand Final,Lotus,raze,1,0,1,14
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Haven,viper,1,0,1,17
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,cypher,3,0,3,14
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Lotus,raze,0,1,1,
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Lotus,omen,0,1,1,
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,jett,0,1,1,15072
VCT 2025: Americas Kickoff,All Stages,All Match Types,Bind,skye,0,1,1,6961
VCT 2025: Americas Kickoff,All Stages,All Match Types,Fracture,breach,0,1,1,2406
VCT 2025: Americas Kickoff,All Stages,All Match Types,Abyss,sova,2,1,3,2355
VCT 2025: China Kickoff,Main Event,Lower Round 1,Split,vyse,0,1,1,13790
VCT 2025: China Kickoff,Main Event,Lower Final,Lotus,clove,1,0,1,1120
VCT 2025: China Kickoff,All Stages,All Match Types,Lotus,raze,0,1,1,13790
VCT 2025: China Kickoff,All Stages,All Match Types,Fracture,phoenix,1,0,1,11328
VCT 2025: China Kickoff,All Stages,All Match Types,Abyss,omen,0,1,1,731
Valorant Champions 2025,Playoffs,Upper Semifinals,Corrode,waylay,0,1,1,7386
Valorant Champions 2025,Playoffs,Grand Final,Corrode,sova,1,0,1,
Valorant Champions 2025,Playoffs,Lower Round 2,Lotus,yoru,1,0,1,624
Valorant Champions 2025,Group Stage,Opening (B),Haven,omen,1,0,1,7386
Valorant Champions 2025,All Stages,All Match Types,Ascent,chamber,0,1,1,11058
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,raze,0,1,1,8304
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Ascent,cypher,0,1,1,466
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Lotus,vyse,1,0,1,624
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Ascent,jett,0,1,1,17
VCT 2025: China Stage 2,Playoffs,Grand Final,Lotus,breach,0,1,1,11981
VCT 2025: China Stage 2,Playoffs,Lower Round 2,Lotus,raze,0,1,1,1119
VCT 2025: China Stage 2,Group Stage,Week 4,Haven,viper,0,2,2,12064
VCT 2025: China Stage 2,All Stages,All Match Types,Corrode,clove,2,1,3,11981
VCT 2025: China Stage 2,All Stages,All Match Types,Ascent,sova,0,2,2,12064
VCT 2025: China Stage 2,All Stages,All Match Types,Haven,viper,0,1,2,13790
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Bind,gekko,0,1,1,2059
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Corrode,astra,0,1,1,397
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Ascent,killjoy,1,0,1,12694
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Haven,neon,0,1,1,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Bind,viper,0,1,1,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Ascent,kayo,1,0,1,4915
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Bind,viper,1,0,1,2593
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Lotus,raze,0,1,1,11479
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Lotus,fade,1,0,1,2593
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,breach,0,1,2,12694
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,raze,1,1,4,4915
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,iso,0,2,3,397
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,fade,2,1,3,4915
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sunset,chamber,1,0,1,11058
VCT 2025: Americas Stage 2,Group Stage,Week 2,Haven,omen,0,1,1,15072
VCT 2025: Americas Stage 2,Group Stage,Week 4,Lotus,fade,0,1,1,15072
VCT 2025: Americas Stage 2,All Stages,All Match Types,Ascent,sova,2,1,3,2355
Valorant Masters Toronto 2025,Playoffs,Upper Final,Ascent,omen,0,1,1,13790
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Haven,yoru,0,1,1,11058
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Split,viper,0,1,1,624
Valorant Masters Toronto 2025,All Stages,All Match Types,Haven,neon,0,1,1,12010
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Fracture,raze,0,1,1,4915
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Lotus,vyse,0,1,1,8877
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,deadlock,1,0,2,397
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,fade,0,2,4,14419
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Pearl,tejo,1,1,2,4915
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,neon,4,0,4,2593
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Ascent,jett,1,0,1,17
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Fracture,killjoy,1,0,1,624
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Split,deadlock,0,1,1,918
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,raze,1,0,1,624
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,tejo,3,1,4,11060
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,omen,0,2,2,5448
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Haven,cypher,1,0,1,13581
VCT 2025: China Stage 1,Group Stage,Week 1,Fracture,brimstone,1,0,1,11981
VCT 2025: China Stage 1,Group Stage,Week 1,Haven,omen,1,0,1,11328
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Haven,cypher,1,0,1,8877
VCT 2025: China Stage 1,Group Stage,Week 3,Split,tejo,1,0,1,14137
VCT 2025: China Stage 1,Group Stage,Week 5,Fracture,tejo,1,0,1,14137
VCT 2025: China Stage 1,Group Stage,Week 5,Split,yoru,1,0,1,731
VCT 2025: China Stage 1,All Stages,All Match Types,Pearl,sova,0,3,4,1119
VCT 2025: China Stage 1,All Stages,All Match Types,Pearl,astra,1,2,3,13576
VCT 2025: China Stage 1,All Stages,All Match Types,Icebox,gekko,2,1,3,731
VCT 2025: China Stage 1,All Stages,All Match Types,Split,vyse,2,2,4,12064
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,Lotus,fade,1,0,1,5248
VCT 2025: Americas Stage 1,Group Stage,Week 1,Split,jett,1,0,1,7386
VCT 2025: Americas Stage 1,Group Stage,Week 2,Haven,jett,0,1,1,7386
VCT 2025: Americas Stage 1,All Stages,All Match Types,Lotus,tejo,4,1,5,11058
VCT 2025: Americas Stage 1,All Stages,All Match Types,Pearl,vyse,0,1,2,120
VCT 2025: Americas Stage 1,All Stages,All Match Types,Haven,sova,1,2,3,5248
VCT 2025: Americas Stage 1,All Stages,All Match Types,Icebox,jett,0,1,2,
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),Abyss,omen,1,0,1,8185
Valorant Masters Bangkok 2025,All Stages,All Match Types,Bind,raze,2,1,3,14
Valorant Masters Bangkok 2025,All Stages,All Match Types,Bind,viper,1,0,1,474
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Abyss,sova,0,1,1,7035
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Bind,viper,1,0,1,474
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Bind,viper,0,1,1,7035
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Haven,jett,1,0,1,14419
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Abyss,astra,0,1,1,8877
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Split,raze,0,1,1,2059
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Haven,breach,1,0,1,474
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Fracture,breach,1,0,1,14419
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Abyss,cypher,1,0,1,474
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Abyss,sova,0,3,3,1001
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Pearl,astra,1,0,1,1184
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Pearl,fade,0,1,2,11479
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Lotus,fade,0,1,1,11060
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Fracture,tejo,0,1,1,5448
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,raze,0,3,3,878
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,viper,0,1,1,2406
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,tejo,1,0,1,2
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Bind,viper,1,0,1,2355
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,Abyss,cypher,1,0,1,7386
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,Split,cypher,0,1,1,2355
VCT 2025: Americas Kickoff,All Stages,All Match Types,Split,breach,2,1,3,6961
VCT 2025: Americas Kickoff,All Stages,All Match Types,Pearl,vyse,1,0,1,
VCT 2025: China Kickoff,Main Event,Upper Round 1,Abyss,astra,0,1,1,13576
VCT 2025: China Kickoff,All Stages,All Match Types,Split,skye,1,0,1,1120
VCT 2025: China Kickoff,All Stages,All Match Types,Fracture,breach,0,1,1,12685
VCT 2025: China Kickoff,All Stages,All Match Types,Abyss,astra,1,0,1,1120
VCT 2025: China Kickoff,All Stages,All Match Types,Abyss,astra,1,1,2,12064
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,sova,0,1,1,2593
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,viper,1,0,1,11058
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Sunset,viper,1,0,1,7386
Valorant Champions 2025,Playoffs,Lower Round 2,Sunset,omen,0,1,1,8185
Valorant Champions 2025,Group Stage,Opening (A),Bind,brimstone,0,1,1,13581
Valorant Champions 2025,Group Stage,Winner's (B),Abyss,sova,1,0,1,2593
Valorant Champions 2025,All Stages,All Match Types,Abyss,chamber,0,1,2,11058
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Corrode,neon,0,1,1,17
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Haven,neon,0,1,1,5448
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Ascent,vyse,1,0,1,6199
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Icebox,sova,0,1,1,466
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Ascent,jett,2,1,3,17
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Lotus,omen,2,1,3,5448
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Haven,viper,0,1,1,11060
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,Icebox,viper,1,0,1,731
VCT 2025: China Stage 2,Playoffs,Lower Final,Lotus,viper,1,0,1,12010
VCT 2025: China Stage 2,Group Stage,Week 1,Icebox,viper,1,0,1,12685
VCT 2025: China Stage 2,Group Stage,Week 2,Sunset,yoru,1,0,1,11981
VCT 2025: China Stage 2,All Stages,All Match Types,Ascent,sova,1,1,3,731
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,Sunset,fade,0,1,1,474
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Lotus,viper,0,1,1,14419
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Corrode,sova,0,1,1,8877
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Sunset,neon,0,1,1,4915
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Corrode,fade,0,1,1,397
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Haven,omen,1,0,1,8877
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Bind,raze,0,1,1,474
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,omen,2,2,4,4915
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,cypher,1,2,3,14419
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,cypher,1,1,3,7035
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,yoru,1,0,5,397
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Lotus,fade,1,0,1,2
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Icebox,viper,0,1,1,2359
VCT 2025: Americas Stage 2,Group Stage,Week 1,Haven,jett,1,0,1,188
VCT 2025: Americas Stage 2,Group Stage,Week 3,Icebox,viper,1,0,1,
VCT 2025: Americas Stage 2,Group Stage,Week 5,Lotus,fade,0,1,1,188
VCT 2025: Americas Stage 2,Group Stage,Week 5,Haven,cypher,0,1,1,2355
VCT 2025: Americas Stage 2,Group Stage,Week 5,Haven,cypher,1,0,1,120
VCT 2025: Americas Stage 2,Group Stage,Week 5,Corrode,chamber,1,0,1,5248
VCT 2025: Americas Stage 2,Group Stage,Week 5,Ascent,chamber,1,0,1,11058
Valorant Masters Toronto 2025,Playoffs,Grand Final,Sunset,sage,1,0,1,624
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Lotus,omen,0,1,1,17
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Ascent,waylay,0,1,1,2
Valorant Masters Toronto 2025,Playoffs,Lower Final,Icebox,sova,1,0,1,2593
Valorant Masters Toronto 2025,All Stages,All Match Types,Lotus,killjoy,0,1,1,1001
Valorant Masters Toronto 2025,All Stages,All Match Types,Icebox,omen,2,0,2,11058
Valorant Masters Toronto 2025,All Stages,All Match Types,Pearl,breach,0,1,2,1001
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Split,yoru,0,1,1,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Icebox,sova,0,1,1,7035
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Ascent,omen,1,0,1,1184
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Icebox,killjoy,0,1,1,474
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,tejo,2,1,3,4915
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,gekko,2,1,3,4915
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Pearl,astra,0,1,1,14419
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Ascent,yoru,1,1,2,4915
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Fracture,neon,0,1,1,878
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,Lotus,omen,1,0,1,624
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,omen,0,1,1,5448
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,cypher,0,2,4,17
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Lotus,breach,0,1,1,12685
VCT 2025: China Stage 1,Playoffs,Lower Round 3,Pearl,yoru,1,0,1,12010
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Lotus,tejo,0,1,1,12685
VCT 2025: China Stage 1,All Stages,All Match Types,Lotus,breach,3,2,5,12685
VCT 2025: China Stage 1,All Stages,All Match Types,Split,omen,1,0,1,13790
VCT 2025: China Stage 1,All Stages,All Match Types,Haven,omen,2,0,2,11981
VCT 2025: Americas Stage 1,Group Stage,Week 1,Lotus,fade,1,0,1,5248
VCT 2025: Americas Stage 1,Group Stage,Week 3,Pearl,fade,1,0,1,2359
VCT 2025: Americas Stage 1,Group Stage,Week 4,Lotus,omen,0,1,1,2406
VCT 2025: Americas Stage 1,Group Stage,Week 4,Pearl,vyse,0,1,1,2406
VCT 2025: Americas Stage 1,Group Stage,Week 5,Haven,breach,1,0,1,188
VCT 2025: Americas Stage 1,All Stages,All Match Types,Lotus,omen,1,2,3,2
VCT 2025: Americas Stage 1,All Stages,All Match Types,Fracture,brimstone,1,1,2,2355
VCT 2025: Americas Stage 1,All Stages,All Match Types,Ascent,tejo,1,0,2,2359
Valorant Masters Bangkok 2025,Playoffs,Upper Final,Split,breach,1,0,1,11058
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Lotus,raze,0,1,1,12685
Valorant Masters Bangkok 2025,All Stages,All Match Types,Lotus,raze,1,1,2,2059
Valorant Masters Bangkok 2025,All Stages,All Match Types,Haven,breach,0,1,1,1120
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Abyss,jett,1,0,1,2059
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Abyss,sage,1,0,1,397
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Bind,astra,0,1,1,14419
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Pearl,neon,1,0,1,11060
VCT 2025: Pacific Kickoff,Main Event,Grand Final,Abyss,yoru,0,1,1,14
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Haven,killjoy,0,1,1,6199
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Lotus,viper,0,1,1,878
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,raze,2,0,2,624
VCT 2025: Americas Kickoff,Main Event,Lower Final,Lotus,raze,1,0,1,2
VCT 2025: Americas Kickoff,All Stages,All Match Types,Fracture,killjoy,0,1,1,2359
VCT 2025: China Kickoff,Main Event,Upper Round 1,Split,raze,0,1,1,13790
VCT 2025: China Kickoff,Main Event,Lower Round 2,Bind,gekko,1,0,1,13581
VCT 2025: China Kickoff,Main Event,Lower Final,Pearl,kayo,0,1,1,12010
VCT 2025: China Kickoff,All Stages,All Match Types,Fracture,breach,0,1,1,731
VCT 2025: China Kickoff,All Stages,All Match Types,Abyss,astra,1,0,1,13790
VCT 2025: China Kickoff,All Stages,All Match Types,Pearl,astra,0,1,1,12010
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,viper,1,0,1,
Valorant Champions 2025,Playoffs,Upper Semifinals,Bind,astra,0,1,1,2593
Valorant Champions 2025,Playoffs,Grand Final,Ascent,omen,0,1,1,
Valorant Champions 2025,Playoffs,Lower Round 3,Lotus,yoru,0,1,1,624
Valorant Champions 2025,Playoffs,Lower Round 3,Lotus,vyse,0,1,1,624
Valorant Champions 2025,Group Stage,Opening (A),Sunset,viper,1,0,1,624
Valorant Champions 2025,All Stages,All Match Types,Corrode,kayo,4,0,4,
Valorant Champions 2025,All Stages,All Match Types,Corrode,omen,0,1,1,14
Valorant Champions 2025,All Stages,All Match Types,Lotus,breach,0,2,2,11981
Valorant Champions 2025,All Stages,All Match Types,Abyss,omen,1,2,3,878
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Bind,deadlock,0,1,1,878
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Ascent,omen,1,0,1,11060
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Corrode,viper,0,1,1,17
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Icebox,sova,0,1,1,11060
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Lotus,omen,1,0,1,8185
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Sunset,viper,0,1,1,5448
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Bind,astra,0,1,1,878
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Corrode,omen,1,0,1,5448
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Bind,gekko,1,0,1,6199
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Lotus,fade,1,0,1,878
VCT 2025: China Stage 2,Playoffs,Lower Round 1,Lotus,omen,1,0,1,12685
VCT 2025: China Stage 2,Playoffs,Lower Round 2,Ascent,omen,1,0,1,13581
VCT 2025: China Stage 2,Playoffs,Lower Round 3,Lotus,raze,1,0,1,1120
VCT 2025: China Stage 2,Group Stage,Week 1,Corrode,yoru,0,1,1,13790
VCT 2025: China Stage 2,All Stages,All Match Types,Haven,breach,3,1,4,12010
VCT 2025: China Stage 2,All Stages,All Match Types,Haven,viper,2,2,4,12064
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Bind,astra,0,1,1,8877
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Bind,brimstone,0,1,1,2059
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,Sunset,viper,0,1,1,397
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Icebox,killjoy,1,0,1,397
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Lotus,omen,1,0,1,397
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,Corrode,viper,0,1,1,188
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Corrode,kayo,1,0,1,
VCT 2025: Americas Stage 2,Group Stage,Week 1,Ascent,yoru,1,0,1,11058
VCT 2025: Americas Stage 2,Group Stage,Week 3,Corrode,viper,0,1,1,11058
VCT 2025: Americas Stage 2,Group Stage,Week 3,Ascent,chamber,1,0,1,11058
VCT 2025: Americas Stage 2,All Stages,All Match Types,Haven,breach,0,2,2,5248
VCT 2025: Americas Stage 2,All Stages,All Match Types,Sunset,omen,1,1,2,7386
VCT 2025: Americas Stage 2,All Stages,All Match Types,Lotus,yoru,0,2,2,2355
VCT 2025: Americas Stage 2,All Stages,All Match Types,Corrode,neon,1,2,3,2406
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Lotus,omen,1,0,1,11058
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Icebox,kayo,0,1,1,474
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Pearl,fade,1,0,1,624
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Split,raze,0,1,1,12010
Valorant Masters Toronto 2025,All Stages,All Match Types,Split,yoru,3,0,3,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Fracture,astra,1,0,1,397
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Lotus,killjoy,0,1,1,2593
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Pearl,vyse,2,0,2,397
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,Fracture,breach,1,0,1,8185
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Ascent,kayo,0,1,1,17
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Pearl,sova,1,0,1,918
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Haven,tejo,0,1,1,624
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,vyse,1,0,1,8185
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Icebox,viper,1,0,1,14
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,sova,0,1,1,466
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,omen,1,0,1,11060
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,astra,1,1,2,6199
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Icebox,sova,1,0,2,6199
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,sova,3,2,5,466
VCT 2025: China Stage 1,Playoffs,Lower Final,Pearl,tejo,1,0,1,12010
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,omen,0,1,1,11328
VCT 2025: China Stage 1,Group Stage,Week 5,Lotus,waylay,0,1,1,13576
VCT 2025: China Stage 1,Group Stage,Week 5,Ascent,kayo,0,1,1,12685
