tournament,stage,match_type,match_name,map,type,initiated,won,team_id
Valorant Masters Toronto 2025,Playoffs,Lower Final,Wolves Esports vs FNATIC,All Maps,Pistol Won,0,3,13790
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,Lotus,Eco (won),2,2,2059
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Apeks,Ascent,Eco (won),3,1,11479
VCT 2025: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Natus Vincere,Split,$$$ (won),13,8,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,Icebox,$ (won),1,0,12694
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Heretics vs GIANTX,Split,Pistol Won,0,1,1001
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Vitality vs Apeks,Lotus,$$$ (won),12,6,11479
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,All Maps,$$ (won),7,4,474
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Fracture,Eco (won),2,2,2593
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Split,$$$ (won),11,8,2593
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Fracture,$$ (won),6,3,2593
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Pearl,Pistol Won,0,1,11060
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,Icebox,$$ (won),3,2,5448
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,Split,Eco (won),3,1,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,Split,$$$ (won),11,6,8304
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,Icebox,$ (won),0,0,8185
VCT 2025: Americas Stage 1,Group Stage,Week 1,Cloud9 vs NRG,All Maps,Pistol Won,0,3,
VCT 2025: Americas Stage 1,Group Stage,Week 1,G2 Esports vs FURIA,Ascent,$ (won),0,0,2406
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,$ (won),0,0,6961
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,$$ (won),5,2,15072
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Pearl,$$ (won),3,2,5248
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Pearl,$$$ (won),15,9,5248
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Ascent,Eco (won),3,2,2
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Lotus,Pistol Won,0,0,2355
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Pearl,$$ (won),3,2,120
VCT 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Lotus,Eco (won),3,1,2
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,All Maps,$$ (won),22,9,2
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Split,$ (won),2,0,11058
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Lotus,Eco (won),3,1,397
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Bind,$$$ (won),15,13,2059
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Abyss,$ (won),2,0,1001
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Abyss,Eco (won),3,0,918
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Abyss,$ (won),2,0,918
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,All Maps,$ (won),5,1,918
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Fracture,$$$ (won),10,9,878
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,$$$ (won),12,6,278
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Pearl,$$ (won),8,0,624
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Split,$ (won),4,1,14
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Split,$ (won),1,1,5248
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,MIBR vs 100 Thieves,All Maps,$$$ (won),17,9,7386
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,KRÜ Esports vs LOUD,All Maps,Eco (won),5,3,6961
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Bind,Eco (won),4,0,120
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,MIBR vs KRÜ Esports,All Maps,Eco (won),10,2,2355
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,Pistol Won,0,2,8185
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,Eco (won),2,2,8185
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,$$ (won),16,6,
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,$$ (won),13,6,7386
Valorant Champions 2025,Playoffs,Lower Round 2,MIBR vs DRX,All Maps,$$ (won),15,10,7386
Valorant Champions 2025,Playoffs,Lower Round 3,DRX vs Paper Rex,Lotus,Eco (won),4,0,624
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,Ascent,$$ (won),3,1,2593
VCT 2025: Americas Stage 2,Group Stage,Week 1,Cloud9 vs FURIA,Haven,$$$ (won),12,8,188
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Icebox,$$ (won),5,3,
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Icebox,$$$ (won),14,8,
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,Bind,Eco (won),3,1,7386
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,All Maps,Eco (won),10,1,2355
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,All Maps,$$ (won),12,6,2355
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,Ascent,Pistol Won,0,1,11058
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Haven,$$ (won),7,1,15072
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,Icebox,Eco (won),2,2,6961
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,Sunset,$$$ (won),15,8,7386
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,Haven,Pistol Won,0,1,120
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,Bind,$$$ (won),14,8,11058
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,Sunset,$$$ (won),13,8,11058
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Lotus,$$ (won),5,4,11058
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Icebox,Eco (won),3,1,11479
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Liquid vs Apeks,Corrode,$ (won),0,0,474
VCT 2025: EMEA Stage 2,Group Stage,Week 3,KOI vs Karmine Corp,Lotus,$$$ (won),16,10,7035
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Sunset,Pistol Won,0,0,397
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Ascent,$ (won),1,0,878
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,All Maps,$$$ (won),20,6,5448
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Icebox,Pistol Won,0,0,11060
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,Corrode,Eco (won),3,0,466
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Rex Regum Qeon vs DRX,Bind,$$$ (won),18,10,878
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,Icebox,$$$ (won),15,8,918
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,Lotus,$$ (won),6,2,5448
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Sunset,$ (won),1,0,6199
VCT 2025: Pacific Stage 2,Group Stage,Week 4,T1 vs DetonatioN FocusMe,Haven,$$ (won),1,1,14
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,Corrode,Pistol Won,0,1,8185
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Sunset,Eco (won),3,1,878
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Lotus,Eco (won),2,1,624
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Lotus,$ (won),0,0,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,All Maps,$$$ (won),33,24,2593
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,All Maps,$$$ (won),26,13,11058
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Heretics vs GIANTX,All Maps,Eco (won),9,2,14419
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Heretics vs GIANTX,All Maps,$$ (won),18,6,14419
VCT 2025: EMEA Stage 1,Group Stage,Week 2,KOI vs Karmine Corp,Icebox,$ (won),1,0,8877
VCT 2025: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,All Maps,$ (won),4,0,14419
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Lotus,Pistol Won,0,1,8877
VCT 2025: EMEA Stage 1,Group Stage,Week 5,FNATIC vs Team Heretics,Haven,$$ (won),11,2,2593
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Fracture,Pistol Won,0,0,474
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,All Maps,$$$ (won),35,21,474
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,All Maps,$$ (won),11,5,397
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Ascent,$ (won),2,1,1001
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,Lotus,Pistol Won,0,2,8185
VCT 2025: Americas Stage 1,Group Stage,Week 1,MIBR vs LEVIATÁN,Split,Eco (won),4,0,2359
VCT 2025: Americas Stage 1,Group Stage,Week 1,MIBR vs LEVIATÁN,Split,$$ (won),2,0,2359
VCT 2025: Americas Stage 1,Group Stage,Week 2,NRG vs FURIA,Lotus,$$ (won),10,6,2406
VCT 2025: Americas Stage 1,Group Stage,Week 2,Sentinels vs KRÜ Esports,Lotus,Pistol Won,0,1,2
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,$$ (won),5,1,2355
VCT 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,Lotus,Eco (won),4,2,2
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Split,Pistol Won,0,1,6961
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,All Maps,$$$ (won),22,12,188
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,All Maps,Eco (won),10,4,11058
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,Abyss,Pistol Won,0,1,2059
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,Split,Pistol Won,0,1,8185
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,All Maps,$$$ (won),41,21,2059
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,T1 vs DRX,Pearl,$$$ (won),9,3,8185
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,All Maps,$$$ (won),45,27,2593
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Bind,$$ (won),6,2,474
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,All Maps,$ (won),4,1,8304
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,Pistol Won,0,2,278
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Pearl,Pistol Won,0,2,5248
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LOUD vs KRÜ Esports,All Maps,$$$ (won),28,19,2355
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,All Maps,$$$ (won),19,10,13581
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Bind,$$ (won),2,2,474
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,Eco (won),4,1,11058
Valorant Champions 2025,Playoffs,Lower Round 3,DRX vs Paper Rex,Ascent,$$ (won),5,2,624
VCT 2025: Americas Stage 2,Group Stage,Week 1,LEVIATÁN vs LOUD,Icebox,$ (won),2,0,2359
VCT 2025: Americas Stage 2,Group Stage,Week 2,2Game Esports vs G2 Esports,Ascent,$$$ (won),10,6,11058
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,Corrode,Pistol Won,0,0,
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,All Maps,Eco (won),9,4,11058
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Corrode,$$ (won),2,1,2
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,All Maps,Eco (won),7,2,5248
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Haven,$$ (won),3,2,2359
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,All Maps,$$ (won),11,6,1184
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,All Maps,$ (won),5,1,11479
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Sunset,$$$ (won),7,2,4915
VCT 2025: EMEA Stage 2,Group Stage,Week 2,KOI vs FNATIC,Haven,Eco (won),2,2,2593
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Apeks vs FNATIC,Bind,$ (won),2,0,11479
VCT 2025: EMEA Stage 2,Group Stage,Week 5,GIANTX vs Team Heretics,All Maps,$ (won),1,0,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Gentle Mates vs Team Vitality,Corrode,Eco (won),2,2,2059
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Gentle Mates vs Team Vitality,Ascent,$$ (won),6,4,2059
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,All Maps,Eco (won),11,1,8877
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,All Maps,$$ (won),6,5,4915
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Sunset,$$ (won),3,0,4915
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Icebox,$$$ (won),12,9,8185
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Haven,Eco (won),3,1,878
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Haven,Eco (won),2,1,17
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,All Maps,Eco (won),6,2,8185
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,Lotus,$$ (won),3,1,14
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,Corrode,$ (won),1,0,466
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,All Maps,Pistol Won,0,1,466
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Corrode,$$$ (won),8,4,918
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,Sunset,Pistol Won,0,0,624
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,All Maps,Pistol Won,0,1,624
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Corrode,$$$ (won),9,3,17
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,Haven,$$ (won),3,3,624
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,Haven,$$ (won),4,3,14
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Ascent,$$$ (won),11,9,624
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,$ (won),0,0,2
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs MIBR,Icebox,$$$ (won),11,5,7386
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Lotus,$$ (won),5,1,624
Valorant Masters Toronto 2025,Playoffs,Lower Final,Wolves Esports vs FNATIC,Icebox,$$$ (won),12,10,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,All Maps,Eco (won),9,1,14419
VCT 2025: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,All Maps,Eco (won),8,4,14419
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Icebox,$ (won),2,0,474
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Ascent,Pistol Won,0,2,878
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Haven,$$ (won),8,5,8185
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,All Maps,Pistol Won,0,3,17
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,Haven,$ (won),2,1,14
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,All Maps,Eco (won),6,3,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,$$ (won),7,3,278
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,All Maps,Pistol Won,0,3,8185
VCT 2025: Americas Stage 1,Group Stage,Week 2,NRG vs FURIA,All Maps,Pistol Won,0,3,2406
VCT 2025: Americas Stage 1,Group Stage,Week 4,100 Thieves vs 2Game Esports,All Maps,Eco (won),5,4,15072
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,MIBR vs 100 Thieves,All Maps,$$$ (won),28,17,7386
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Haven,Eco (won),3,1,120
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Pearl,$$$ (won),21,11,120
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Pearl,Eco (won),3,2,2
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,Lotus,$$$ (won),8,7,2
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,Eco (won),2,2,14
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,$ (won),0,0,1184
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,$ (won),2,1,2593
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,All Maps,Pistol Won,0,2,12694
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Split,Pistol Won,0,0,6199
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Pearl,$$$ (won),12,4,8185
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Pearl,Eco (won),4,0,466
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,$$$ (won),15,10,624
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Lotus,$$ (won),2,1,11060
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,Abyss,$$$ (won),7,0,278
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Split,Eco (won),3,2,14
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,All Maps,Eco (won),9,3,120
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,Fracture,Eco (won),3,1,2406
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,NRG vs KRÜ Esports,All Maps,$$ (won),18,10,
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,MIBR vs KRÜ Esports,Bind,$ (won),1,0,2355
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,$$$ (won),12,11,14419
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Sunset,$ (won),4,1,14
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Corrode,$$ (won),5,3,12010
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,Eco (won),3,2,1001
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,$$ (won),3,1,1001
Valorant Champions 2025,Group Stage,Decider (B),MIBR vs Rex Regum Qeon,Corrode,Pistol Won,0,2,7386
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Lotus,$$$ (won),9,8,14419
Valorant Champions 2025,Playoffs,Upper Semifinals,FNATIC vs Paper Rex,Bind,Pistol Won,0,0,2593
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,Pistol Won,0,2,7386
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,All Maps,Eco (won),13,4,2593
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR vs KRÜ Esports,Ascent,Eco (won),2,2,2355
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,Corrode,$$$ (won),8,2,2355
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,All Maps,Pistol Won,0,1,120
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,Bind,Eco (won),3,1,7386
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Corrode,$ (won),1,0,5248
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,Bind,Eco (won),2,2,120
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,Eco (won),3,1,2406
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,All Maps,Pistol Won,0,2,15072
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,All Maps,$ (won),2,2,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Gentle Mates vs BBL Esports,Sunset,Eco (won),2,2,397
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Vitality vs BBL Esports,Icebox,$ (won),1,0,2059
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Liquid vs FNATIC,Ascent,$$$ (won),6,1,2593
VCT 2025: EMEA Stage 2,Group Stage,Week 5,KOI vs Natus Vincere,Corrode,$$ (won),7,4,7035
VCT 2025: EMEA Stage 2,Group Stage,Week 5,GIANTX vs Team Heretics,Ascent,Pistol Won,0,1,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 5,FUT Esports vs BBL Esports,Ascent,$$ (won),1,0,1184
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Bind,Eco (won),3,0,14419
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Haven,Eco (won),2,2,14419
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Ascent,$$ (won),6,2,397
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Lotus,$ (won),3,1,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,Lotus,$ (won),1,0,624
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,Corrode,$$ (won),8,2,466
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Bind,$$ (won),6,4,6199
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,All Maps,Eco (won),10,2,17
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Icebox,$$ (won),3,2,278
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Corrode,$$$ (won),11,6,11060
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,Icebox,$$ (won),4,1,918
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,All Maps,$$ (won),11,5,11060
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,All Maps,$ (won),1,0,17
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs MIBR,All Maps,Pistol Won,0,0,7386
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Sunset,Pistol Won,0,1,474
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Sunset,Eco (won),2,2,2593
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Haven,$ (won),1,0,11058
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Sunset,$ (won),2,0,13790
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,All Maps,$ (won),2,1,2
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,All Maps,$ (won),2,0,11479
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Vitality vs FNATIC,Haven,Eco (won),3,1,2059
